"stateName","statewideOrCountyName","populationSize","worstCaseTotal","worstCasePercent"
"Montana","Fallon County","2846","46","0.01601136"
"Montana","Fergus County","11050","237","0.02149190"
"Montana","Flathead County","103806","1572","0.01514485"
"Montana","Gallatin County","114434","1144","0.00999812"
"Montana","Garfield County","1258","21","0.01643027"
"Montana","Glacier County","13753","147","0.01066392"
"Montana","Golden Valley County","821","18","0.02202454"
"Montana","Granite County","3379","79","0.02339686"
"Montana","Hill County","16484","214","0.01296164"
"Montana","Jefferson County","12221","169","0.01384060"
"Montana","Judith Basin County","2007","46","0.02275730"
"Montana","Lake County","30458","549","0.01801623"
"Montana","Lewis and Clark County","69432","1071","0.01543171"
"Montana","Liberty County","2337","59","0.02516040"
"Montana","Lincoln County","19980","426","0.02133112"
"Montana","McCone County","1664","39","0.02338833"
"Montana","Madison County","8600","181","0.02099229"
"Montana","Meagher County","1862","47","0.02538839"
"Montana","Mineral County","4397","95","0.02150095"
"Montana","Missoula County","119600","1473","0.01231763"
"Montana","Musselshell County","4633","89","0.01930202"
"Montana","Park County","16606","299","0.01803344"
"Montana","Petroleum County","487","12","0.02464393"
"Montana","Phillips County","3954","85","0.02146378"
"Montana","Pondera County","5911","125","0.02107069"
"Montana","Powder River County","1682","42","0.02487636"
"Montana","Powell County","6890","114","0.01655563"
"Montana","Prairie County","1077","32","0.02928871"
"Montana","Ravalli County","43806","863","0.01970977"
"Montana","Richland County","10803","137","0.01268020"
"Montana","Roosevelt County","11004","112","0.01016911"
"Montana","Rosebud County","8937","113","0.01266307"
"Montana","Sanders County","12113","282","0.02327413"
"Montana","Sheridan County","3309","74","0.02246964"
"Montana","Silver Bow County","34915","584","0.01672184"
"Montana","Stillwater County","9642","158","0.01638243"
"Montana","Sweet Grass County","3737","93","0.02488367"
"Montana","Teton County","6147","139","0.02257872"
"Montana","Toole County","4736","93","0.01959819"
"Montana","Treasure County","696","18","0.02515440"
"Montana","Valley County","7396","170","0.02293167"
"Montana","Wheatland County","2126","47","0.02217563"
"Montana","Wibaux County","969","21","0.02198260"
"Montana","Yellowstone County","161300","2462","0.01526319"
"Nebraska","Statewide","1934408","28183","0.01456909"
"Nebraska","Adams County","31363","540","0.01720740"
"Nebraska","Antelope County","6298","143","0.02264413"
"Nebraska","Arthur County","463","7","0.01529161"
"Nebraska","Banner County","745","12","0.01626016"
"Nebraska","Blaine County","465","12","0.02475405"
"Nebraska","Boone County","5192","131","0.02526541"
"Nebraska","Box Butte County","10783","187","0.01736224"
"Nebraska","Boyd County","1919","61","0.03169845"
"Nebraska","Brown County","2955","78","0.02653703"
"Nebraska","Buffalo County","49659","680","0.01369489"
"Nebraska","Burt County","6459","158","0.02445552"
"Nebraska","Butler County","8016","166","0.02074923"
"Nebraska","Cass County","26248","398","0.01515131"
"Nebraska","Cedar County","8402","196","0.02332826"
"Nebraska","Chase County","3924","91","0.02309116"
"Nebraska","Cherry County","5689","118","0.02081155"
"Nebraska","Cheyenne County","8910","178","0.01995595"
"Nebraska","Clay County","6203","117","0.01881886"
"Nebraska","Colfax County","10709","142","0.01325841"
"Nebraska","Cuming County","8846","218","0.02464223"
"Nebraska","Custer County","10777","235","0.02181676"
"Nebraska","Dakota County","20026","235","0.01174580"
"Nebraska","Dawes County","8589","161","0.01869836"
"Nebraska","Dawson County","23595","367","0.01555216"
"Nebraska","Deuel County","1794","36","0.02029685"
"Nebraska","Dixon County","5636","100","0.01771385"
"Nebraska","Dodge County","36565","707","0.01933889"
"Nebraska","Douglas County","571327","6518","0.01140808"
"Nebraska","Dundy County","1693","45","0.02669700"
"Nebraska","Fillmore County","5462","130","0.02388767"
"Nebraska","Franklin County","2979","77","0.02591098"
"Nebraska","Frontier County","2627","62","0.02364671"
"Nebraska","Furnas County","4676","104","0.02234743"
"Nebraska","Gage County","21513","458","0.02127407"
"Nebraska","Garden County","1837","46","0.02509229"
"Nebraska","Garfield County","1969","58","0.02942074"
"Nebraska","Gosper County","1990","48","0.02425493"
"Nebraska","Grant County","623","9","0.01499305"
"Nebraska","Greeley County","2356","67","0.02851975"
"Nebraska","Hall County","61353","849","0.01383361"
"Nebraska","Hamilton County","9324","182","0.01951321"
"Nebraska","Harlan County","3380","84","0.02485078"
"Nebraska","Hayes County","922","27","0.02908572"
"Nebraska","Hitchcock County","2762","69","0.02497607"
"Nebraska","Holt County","10067","210","0.02088756"
"Nebraska","Hooker County","682","25","0.03629748"
"Nebraska","Howard County","6445","134","0.02081509"
"Nebraska","Jefferson County","7046","166","0.02351637"
"Nebraska","Johnson County","5071","99","0.01948142"
"Nebraska","Kearney County","6495","120","0.01840233"
"Nebraska","Keith County","8034","182","0.02265301"
"Nebraska","Keya Paha County","806","28","0.03516275"
"Nebraska","Kimball County","3632","92","0.02520126"
"Nebraska","Knox County","8332","214","0.02567864"
"Nebraska","Lancaster County","319090","3835","0.01201768"
"Nebraska","Lincoln County","34914","645","0.01846430"
"Nebraska","Logan County","748","13","0.01711719"
"Nebraska","Loup County","664","13","0.02002479"
"Nebraska","McPherson County","494","11","0.02322735"
"Nebraska","Madison County","35099","564","0.01607397"
"Nebraska","Merrick County","7755","154","0.01988215"
"Nebraska","Morrill County","4642","96","0.02063149"
"Nebraska","Nance County","3519","80","0.02273996"
"Nebraska","Nemaha County","6972","131","0.01878743"
"Nebraska","Nuckolls County","4148","110","0.02640373"
"Nebraska","Otoe County","16012","329","0.02056829"
"Nebraska","Pawnee County","2613","80","0.03045421"
"Nebraska","Perkins County","2891","68","0.02345310"
"Nebraska","Phelps County","9034","197","0.02181491"
"Nebraska","Pierce County","7148","141","0.01971660"
"Nebraska","Platte County","33470","568","0.01695634"
"Nebraska","Polk County","5213","118","0.02263190"
"Nebraska","Red Willow County","10724","226","0.02102917"
"Nebraska","Richardson County","7865","206","0.02620305"
"Nebraska","Rock County","1357","35","0.02608749"
"Nebraska","Saline County","14224","210","0.01477564"
"Nebraska","Sarpy County","187196","1906","0.01018287"
"Nebraska","Saunders County","21578","363","0.01684444"
"Nebraska","Scotts Bluff County","35618","666","0.01870287"
"Nebraska","Seward County","17284","279","0.01616552"
"Nebraska","Sheridan County","5246","138","0.02638414"
"Nebraska","Sherman County","3001","82","0.02721769"
"Nebraska","Sioux County","1166","37","0.03192024"
"Nebraska","Stanton County","5920","103","0.01736817"
"Nebraska","Thayer County","5003","130","0.02594893"
"Nebraska","Thomas County","722","15","0.02107629"
"Nebraska","Thurston County","7224","82","0.01130472"
"Nebraska","Valley County","4158","105","0.02522173"
"Nebraska","Washington County","20729","323","0.01556113"
"Nebraska","Wayne County","9385","169","0.01795457"
"Nebraska","Webster County","3487","81","0.02334385"
"Nebraska","Wheeler County","783","22","0.02829562"
"Nebraska","York County","13679","275","0.02012507"
"Nevada","Statewide","3080156","37682","0.01223373"
"Nevada","Churchill County","24909","359","0.01440928"
"Nevada","Clark County","2266715","26197","0.01155738"
"Nevada","Douglas County","48905","1092","0.02232205"
"Nevada","Elko County","52778","500","0.00947393"
"Nevada","Esmeralda County","873","29","0.03357607"
"Nevada","Eureka County","2029","26","0.01287684"
"Nevada","Humboldt County","16831","185","0.01101320"
"Nevada","Lander County","5532","73","0.01314333"
"Nevada","Lincoln County","5183","103","0.01986722"
"Nevada","Lyon County","57510","840","0.01461202"
"Nevada","Mineral County","4505","92","0.02047996"
"Nevada","Nye County","46523","1030","0.02214040"
"Nevada","Pershing County","6725","84","0.01248025"
"Nevada","Storey County","4123","89","0.02148997"
"Nevada","Washoe County","471519","5890","0.01249099"
"Nevada","White Pine County","9580","152","0.01585383"
"Nevada","Carson City","55916","941","0.01682237"
"New Hampshire","Statewide","1359711","21338","0.01569319"
"New Hampshire","Belknap County","61303","1139","0.01858692"
"New Hampshire","Carroll County","48910","1112","0.02274456"
"New Hampshire","Cheshire County","76085","1272","0.01671720"
"New Hampshire","Coos County","31563","661","0.02093079"
"New Hampshire","Grafton County","89886","1635","0.01818506"
"New Hampshire","Hillsborough County","417025","5915","0.01418351"
"New Hampshire","Merrimack County","151391","2417","0.01596463"
"New Hampshire","Rockingham County","309769","4686","0.01512813"
"New Hampshire","Strafford County","130633","1706","0.01306145"
"New Hampshire","Sullivan County","43146","795","0.01842396"
"New Jersey","Statewide","8882190","134564","0.01514984"
"New Jersey","Atlantic County","263670","4226","0.01602725"
"New Jersey","Bergen County","932202","15785","0.01693327"
"New Jersey","Burlington County","445349","6967","0.01564502"
"New Jersey","Camden County","506471","7308","0.01442962"
"New Jersey","Cape May County","92039","2075","0.02254840"
"New Jersey","Cumberland County","149527","2078","0.01389508"
"New Jersey","Essex County","798975","10292","0.01288209"
"New Jersey","Gloucester County","291636","4012","0.01375663"
"New Jersey","Hudson County","672391","7385","0.01098390"
"New Jersey","Hunterdon County","124371","2104","0.01691846"
"New Jersey","Mercer County","367430","5371","0.01461799"
"New Jersey","Middlesex County","825062","11473","0.01390506"
"New Jersey","Monmouth County","618795","10222","0.01651978"
"New Jersey","Morris County","491845","8123","0.01651553"
"New Jersey","Ocean County","607186","12734","0.02097252"
"New Jersey","Passaic County","501826","6724","0.01339843"
"New Jersey","Salem County","62385","1078","0.01727821"
"New Jersey","Somerset County","328934","5093","0.01548484"
"New Jersey","Sussex County","140488","2022","0.01439275"
"New Jersey","Union County","556341","7679","0.01380349"
"New Jersey","Warren County","105267","1810","0.01719511"
"New Mexico","Statewide","2096829","30672","0.01462784"
"New Mexico","Bernalillo County","679121","9493","0.01397853"
"New Mexico","Catron County","3527","106","0.03002924"
"New Mexico","Chaves County","64615","933","0.01444527"
"New Mexico","Cibola County","26675","382","0.01430689"
"New Mexico","Colfax County","11941","266","0.02230604"
"New Mexico","Curry County","48954","568","0.01159294"
"New Mexico","De Baca County","1748","45","0.02592836"
"New Mexico","Dona Ana County","218195","2967","0.01359947"
"New Mexico","Eddy County","58460","752","0.01285648"
"New Mexico","Grant County","26998","631","0.02338207"
"New Mexico","Guadalupe County","4300","81","0.01873457"
"New Mexico","Harding County","625","27","0.04288992"
"New Mexico","Hidalgo County","4198","81","0.01934706"
"New Mexico","Lea County","71070","699","0.00983344"
"New Mexico","Lincoln County","19572","435","0.02221890"
"New Mexico","Los Alamos County","19369","308","0.01588197"
"New Mexico","Luna County","23709","427","0.01799078"
"New Mexico","McKinley County","71367","768","0.01076546"
"New Mexico","Mora County","4521","106","0.02334427"
"New Mexico","Otero County","67490","1005","0.01489494"
"New Mexico","Quay County","8253","165","0.02003614"
"New Mexico","Rio Arriba County","38921","639","0.01640761"
"New Mexico","Roosevelt County","18500","237","0.01282893"
"New Mexico","Sandoval County","146748","2005","0.01366452"
"New Mexico","San Juan County","123958","1639","0.01321987"
"New Mexico","San Miguel County","27277","473","0.01732388"
"New Mexico","Santa Fe County","150358","2747","0.01827052"
"New Mexico","Sierra County","10791","340","0.03146948"
"New Mexico","Socorro County","16637","263","0.01579216"
"New Mexico","Taos County","32723","681","0.02081588"
"New Mexico","Torrance County","15461","248","0.01602558"
"New Mexico","Union County","4059","85","0.02083690"
"New Mexico","Valencia County","76688","1072","0.01398291"
"New York","Statewide","19453561","300998","0.01547265"
"New York","New York City/Probable","0","0","0.00000000"
"New York","Albany County","305506","4839","0.01583958"
"New York","Allegany County","46091","756","0.01640680"
"New York","Bronx County","1418207","17572","0.01239060"
"New York","Broome County","190488","3585","0.01881910"
"New York","Cattaraugus County","76117","1273","0.01672980"
"New York","Cayuga County","76576","1342","0.01753018"
"New York","Chautauqua County","126903","2387","0.01880601"
"New York","Chemung County","83456","1470","0.01761702"
"New York","Chenango County","47207","817","0.01731501"
"New York","Clinton County","80485","1222","0.01518487"
"New York","Columbia County","59461","1254","0.02108973"
"New York","Cortland County","47581","698","0.01466722"
"New York","Delaware County","44135","944","0.02139394"
"New York","Dutchess County","294218","4868","0.01654630"
"New York","Erie County","918702","15465","0.01683308"
"New York","Essex County","36885","763","0.02067373"
"New York","Franklin County","50022","735","0.01469929"
"New York","Fulton County","53383","940","0.01761222"
"New York","Genesee County","57280","1020","0.01779970"
"New York","Greene County","47188","893","0.01891804"
"New York","Hamilton County","4416","107","0.02412627"
"New York","Herkimer County","61319","1134","0.01849675"
"New York","Jefferson County","109834","1337","0.01217152"
"New York","Kings County","2559903","33560","0.01310991"
"New York","Lewis County","26296","438","0.01663841"
"New York","Livingston County","62914","1000","0.01589578"
"New York","Madison County","70941","1132","0.01595840"
"New York","Monroe County","741770","12047","0.01624026"
"New York","Montgomery County","49221","868","0.01763765"
"New York","Nassau County","1356924","23667","0.01744133"
"New York","New York County","1628706","25821","0.01585368"
"New York","Niagara County","209281","3616","0.01727736"
"New York","Oneida County","228671","4182","0.01828913"
"New York","Onondaga County","460528","7425","0.01612382"
"New York","Ontario County","109777","1920","0.01749251"
"New York","Orange County","384940","4798","0.01246492"
"New York","Orleans County","40352","627","0.01553439"
"New York","Oswego County","117124","1619","0.01382318"
"New York","Otsego County","59493","1122","0.01886548"
"New York","Putnam County","98320","1493","0.01518316"
"New York","Queens County","2253858","33771","0.01498344"
"New York","Rensselaer County","158714","2382","0.01500573"
"New York","Richmond County","476143","6862","0.01441066"
"New York","Rockland County","325789","4930","0.01513135"
"New York","St. Lawrence County","107740","1655","0.01536453"
"New York","Saratoga County","229863","3575","0.01555418"
"New York","Schenectady County","155299","2554","0.01644476"
"New York","Schoharie County","30999","572","0.01845151"
"New York","Schuyler County","17807","325","0.01822612"
"New York","Seneca County","34016","564","0.01658054"
"New York","Steuben County","95379","1667","0.01747444"
"New York","Suffolk County","1476601","23412","0.01585567"
"New York","Sullivan County","75432","1139","0.01509724"
"New York","Tioga County","48203","902","0.01870791"
"New York","Tompkins County","102180","1273","0.01246209"
"New York","Ulster County","177573","3130","0.01762516"
"New York","Warren County","63944","1235","0.01930702"
"New York","Washington County","61204","1046","0.01708902"
"New York","Wayne County","89918","1473","0.01637678"
"New York","Westchester County","967506","16759","0.01732184"
"New York","Wyoming County","39859","586","0.01470219"
"New York","Yates County","24913","432","0.01735004"
"North Carolina","Statewide","10488084","142422","0.01357943"
"North Carolina","Alamance County","169509","2571","0.01516641"
"North Carolina","Alexander County","37497","609","0.01624356"
"North Carolina","Alleghany County","11137","258","0.02317517"
"North Carolina","Anson County","24446","383","0.01564767"
"North Carolina","Ashe County","27203","578","0.02125464"
"North Carolina","Avery County","17557","322","0.01831501"
"North Carolina","Beaufort County","46994","891","0.01896362"
"North Carolina","Bertie County","18947","398","0.02098796"
"North Carolina","Bladen County","32722","579","0.01770635"
"North Carolina","Brunswick County","142820","2957","0.02070475"
"North Carolina","Buncombe County","261191","4441","0.01700173"
"North Carolina","Burke County","90485","1580","0.01746175"
"North Carolina","Cabarrus County","216453","2387","0.01102746"
"North Carolina","Caldwell County","82178","1298","0.01579160"
"North Carolina","Camden County","10867","154","0.01414102"
"North Carolina","Carteret County","69473","1372","0.01975203"
"North Carolina","Caswell County","22604","401","0.01772720"
"North Carolina","Catawba County","159551","2341","0.01466992"
"North Carolina","Chatham County","74470","1580","0.02121471"
"North Carolina","Cherokee County","28612","662","0.02313851"
"North Carolina","Chowan County","13943","301","0.02162056"
"North Carolina","Clay County","11231","260","0.02311475"
"North Carolina","Cleveland County","97947","1434","0.01463918"
"North Carolina","Columbus County","55508","923","0.01663403"
"North Carolina","Craven County","102139","1657","0.01622149"
"North Carolina","Cumberland County","335509","3382","0.01007985"
"North Carolina","Currituck County","27763","328","0.01180247"
"North Carolina","Dare County","37009","582","0.01572167"
"North Carolina","Davidson County","167609","2539","0.01514954"
"North Carolina","Davie County","42846","813","0.01897464"
"North Carolina","Duplin County","58741","983","0.01673403"
"North Carolina","Durham County","321488","3602","0.01120478"
"North Carolina","Edgecombe County","51472","852","0.01654445"
"North Carolina","Forsyth County","382295","5368","0.01404252"
"North Carolina","Franklin County","69685","941","0.01350090"
"North Carolina","Gaston County","224529","3001","0.01336354"
"North Carolina","Gates County","11562","205","0.01769000"
"North Carolina","Graham County","8441","184","0.02175043"
"North Carolina","Granville County","60443","867","0.01434375"
"North Carolina","Greene County","21069","289","0.01369853"
"North Carolina","Guilford County","537174","7092","0.01320281"
"North Carolina","Halifax County","50010","890","0.01779367"
"North Carolina","Harnett County","135976","1341","0.00986123"
"North Carolina","Haywood County","62317","1278","0.02050715"
"North Carolina","Henderson County","117417","2600","0.02214000"
"North Carolina","Hertford County","23677","416","0.01758758"
"North Carolina","Hoke County","55234","430","0.00778594"
"North Carolina","Hyde County","4937","89","0.01796335"
"North Carolina","Iredell County","181806","2291","0.01260069"
"North Carolina","Jackson County","43938","662","0.01506700"
"North Carolina","Johnston County","209339","2131","0.01018195"
"North Carolina","Jones County","9419","183","0.01939138"
"North Carolina","Lee County","61779","898","0.01453177"
"North Carolina","Lenoir County","55949","956","0.01707808"
"North Carolina","Lincoln County","86111","1164","0.01351576"
"North Carolina","McDowell County","45756","769","0.01680439"
"North Carolina","Macon County","35858","834","0.02326089"
"North Carolina","Madison County","21755","395","0.01813909"
"North Carolina","Martin County","22440","424","0.01887452"
"North Carolina","Mecklenburg County","1110356","10734","0.00966754"
"North Carolina","Mitchell County","14964","313","0.02091034"
"North Carolina","Montgomery County","27173","454","0.01669610"
"North Carolina","Moore County","100880","2205","0.02185582"
"North Carolina","Nash County","94298","1415","0.01500489"
"North Carolina","New Hanover County","234473","3484","0.01485731"
"North Carolina","Northampton County","19483","458","0.02349512"
"North Carolina","Onslow County","197938","1550","0.00783017"
"North Carolina","Orange County","148476","1655","0.01114528"
"North Carolina","Pamlico County","12726","310","0.02435018"
"North Carolina","Pasquotank County","39824","555","0.01393168"
"North Carolina","Pender County","63060","891","0.01413422"
"North Carolina","Perquimans County","13463","295","0.02194248"
"North Carolina","Person County","39490","644","0.01631322"
"North Carolina","Pitt County","180742","2053","0.01135992"
"North Carolina","Polk County","20724","600","0.02896135"
"North Carolina","Randolph County","143667","2097","0.01459500"
"North Carolina","Richmond County","44829","650","0.01450065"
"North Carolina","Robeson County","130625","1579","0.01209167"
"North Carolina","Rockingham County","91010","1566","0.01721009"
"North Carolina","Rowan County","142088","2107","0.01483151"
"North Carolina","Rutherford County","67029","1193","0.01780261"
"North Carolina","Sampson County","63531","972","0.01530609"
"North Carolina","Scotland County","34823","535","0.01535316"
"North Carolina","Stanly County","62806","974","0.01551298"
"North Carolina","Stokes County","45591","826","0.01810730"
"North Carolina","Surry County","71783","1266","0.01763142"
"North Carolina","Swain County","14271","224","0.01569896"
"North Carolina","Transylvania County","34385","926","0.02692963"
"North Carolina","Tyrrell County","4016","73","0.01829993"
"North Carolina","Union County","239859","2434","0.01014588"
"North Carolina","Vance County","44535","706","0.01584536"
"North Carolina","Wake County","1111761","10916","0.00981882"
"North Carolina","Warren County","19731","431","0.02184994"
"North Carolina","Washington County","11580","244","0.02108538"
"North Carolina","Watauga County","56177","716","0.01273876"
"North Carolina","Wayne County","123131","1711","0.01389810"
"North Carolina","Wilkes County","68412","1254","0.01832356"
"North Carolina","Wilson County","81801","1261","0.01541390"
"North Carolina","Yadkin County","37667","649","0.01722981"
"North Carolina","Yancey County","18069","386","0.02136701"
"North Dakota","Statewide","762062","11518","0.01511466"
"North Dakota","Adams County","2216","65","0.02949661"
"North Dakota","Barnes County","10415","236","0.02264210"
"North Dakota","Benson County","6832","78","0.01143457"
"North Dakota","Billings County","928","20","0.02202294"
"North Dakota","Bottineau County","6282","130","0.02071961"
"North Dakota","Bowman County","3024","68","0.02244588"
"North Dakota","Burke County","2115","40","0.01874349"
"North Dakota","Burleigh County","95626","1526","0.01595736"
"North Dakota","Cass County","181923","2125","0.01167973"
"North Dakota","Cavalier County","3762","105","0.02786460"
"North Dakota","Dickey County","4872","105","0.02155587"
"North Dakota","Divide County","2264","57","0.02517084"
"North Dakota","Dunn County","4424","66","0.01491729"
"North Dakota","Eddy County","2287","57","0.02479835"
"North Dakota","Emmons County","3241","93","0.02878393"
"North Dakota","Foster County","3210","82","0.02549551"
"North Dakota","Golden Valley County","1761","46","0.02600558"
"North Dakota","Grand Forks County","69451","834","0.01200804"
"North Dakota","Grant County","2274","60","0.02619135"
"North Dakota","Griggs County","2231","66","0.02940313"
"North Dakota","Hettinger County","2499","57","0.02286999"
"North Dakota","Kidder County","2480","55","0.02218068"
"North Dakota","LaMoure County","4046","119","0.02946696"
"North Dakota","Logan County","1850","52","0.02811090"
"North Dakota","McHenry County","5745","110","0.01921244"
"North Dakota","McIntosh County","2497","100","0.03985265"
"North Dakota","McKenzie County","15024","116","0.00772705"
"North Dakota","McLean County","9450","186","0.01972722"
"North Dakota","Mercer County","8187","154","0.01876496"
"North Dakota","Morton County","31364","521","0.01661827"
"North Dakota","Mountrail County","10545","93","0.00885377"
"North Dakota","Nelson County","2879","74","0.02560257"
"North Dakota","Oliver County","1959","35","0.01776466"
"North Dakota","Pembina County","6801","165","0.02427569"
"North Dakota","Pierce County","3975","103","0.02595719"
"North Dakota","Ramsey County","11519","226","0.01962328"
"North Dakota","Ransom County","5218","122","0.02338211"
"North Dakota","Renville County","2327","47","0.02009137"
"North Dakota","Richland County","16177","309","0.01908705"
"North Dakota","Rolette County","14176","138","0.00975399"
"North Dakota","Sargent County","3898","78","0.01988456"
"North Dakota","Sheridan County","1315","51","0.03860391"
"North Dakota","Sioux County","4230","31","0.00740748"
"North Dakota","Slope County","750","17","0.02202130"
"North Dakota","Stark County","31489","476","0.01511993"
"North Dakota","Steele County","1890","37","0.01958992"
"North Dakota","Stutsman County","20704","404","0.01951796"
"North Dakota","Towner County","2189","54","0.02470527"
"North Dakota","Traill County","8036","172","0.02144732"
"North Dakota","Walsh County","10641","232","0.02182391"
"North Dakota","Ward County","67641","872","0.01289206"
"North Dakota","Wells County","3834","116","0.03030996"
"North Dakota","Williams County","37589","338","0.00898272"
"Ohio","Statewide","11689100","177150","0.01515516"
"Ohio","Adams County","27698","404","0.01460366"
"Ohio","Allen County","102351","1649","0.01611215"
"Ohio","Ashland County","53484","898","0.01679104"
"Ohio","Ashtabula County","97241","1612","0.01658142"
"Ohio","Athens County","65327","700","0.01071118"
"Ohio","Auglaize County","45656","783","0.01713984"
"Ohio","Belmont County","67006","1281","0.01911184"
"Ohio","Brown County","43432","670","0.01542062"
"Ohio","Butler County","383134","4916","0.01282989"
"Ohio","Carroll County","26914","495","0.01840534"
"Ohio","Champaign County","38885","594","0.01528457"
"Ohio","Clark County","134083","2271","0.01693691"
"Ohio","Clermont County","206428","2809","0.01360655"
"Ohio","Clinton County","41968","626","0.01490598"
"Ohio","Columbiana County","101883","1834","0.01800016"
"Ohio","Coshocton County","36600","613","0.01673595"
"Ohio","Crawford County","41494","785","0.01891230"
"Ohio","Cuyahoga County","1235072","21274","0.01722502"
"Ohio","Darke County","51113","906","0.01772991"
"Ohio","Defiance County","38087","619","0.01625191"
"Ohio","Delaware County","209177","2341","0.01119339"
"Ohio","Erie County","74266","1457","0.01961804"
"Ohio","Fairfield County","157574","2089","0.01325614"
"Ohio","Fayette County","28525","411","0.01442415"
"Ohio","Franklin County","1316756","13587","0.01031861"
"Ohio","Fulton County","42126","676","0.01603804"
"Ohio","Gallia County","29898","484","0.01618859"
"Ohio","Geauga County","93649","1703","0.01818527"
"Ohio","Greene County","168937","2531","0.01497898"
"Ohio","Guernsey County","38875","642","0.01650777"
"Ohio","Hamilton County","817473","11453","0.01400987"
"Ohio","Hancock County","75783","1189","0.01569323"
"Ohio","Hardin County","31365","433","0.01380068"
"Ohio","Harrison County","15040","275","0.01825500"
"Ohio","Henry County","27006","474","0.01753519"
"Ohio","Highland County","43161","689","0.01596024"
"Ohio","Hocking County","28264","432","0.01529511"
"Ohio","Holmes County","43960","562","0.01277409"
"Ohio","Huron County","58266","858","0.01472426"
"Ohio","Jackson County","32413","445","0.01371788"
"Ohio","Jefferson County","65325","1217","0.01862631"
"Ohio","Knox County","62322","976","0.01566305"
"Ohio","Lake County","230149","4130","0.01794522"
"Ohio","Lawrence County","59463","922","0.01551328"
"Ohio","Licking County","176862","2391","0.01351624"
"Ohio","Logan County","45672","694","0.01518998"
"Ohio","Lorain County","309833","4983","0.01608276"
"Ohio","Lucas County","428348","6159","0.01437908"
"Ohio","Madison County","44731","588","0.01313933"
"Ohio","Mahoning County","228683","4524","0.01978184"
"Ohio","Marion County","65093","1023","0.01571146"
"Ohio","Medina County","179746","2717","0.01511464"
"Ohio","Meigs County","22907","389","0.01698770"
"Ohio","Mercer County","41172","677","0.01645287"
"Ohio","Miami County","106987","1680","0.01570045"
"Ohio","Monroe County","13654","270","0.01977836"
"Ohio","Montgomery County","531687","8787","0.01652743"
"Ohio","Morgan County","14508","271","0.01868726"
"Ohio","Morrow County","35328","523","0.01480112"
"Ohio","Muskingum County","86215","1359","0.01576132"
"Ohio","Noble County","14424","328","0.02276586"
"Ohio","Ottawa County","40525","860","0.02121925"
"Ohio","Paulding County","18672","296","0.01586328"
"Ohio","Perry County","36134","468","0.01295501"
"Ohio","Pickaway County","58457","797","0.01362802"
"Ohio","Pike County","27772","444","0.01600353"
"Ohio","Portage County","162466","2258","0.01389743"
"Ohio","Preble County","40882","648","0.01585951"
"Ohio","Putnam County","33861","560","0.01653233"
"Ohio","Richland County","121154","2148","0.01773212"
"Ohio","Ross County","76666","1061","0.01384117"
"Ohio","Sandusky County","58518","976","0.01668522"
"Ohio","Scioto County","75314","1220","0.01619267"
"Ohio","Seneca County","55178","910","0.01649502"
"Ohio","Shelby County","48590","725","0.01493002"
"Ohio","Stark County","370606","6513","0.01757352"
"Ohio","Summit County","541013","8791","0.01624870"
"Ohio","Trumbull County","197974","3819","0.01929186"
"Ohio","Tuscarawas County","91987","1650","0.01793426"
"Ohio","Union County","58988","609","0.01032579"
"Ohio","Van Wert County","28275","495","0.01752208"
"Ohio","Vinton County","13085","185","0.01416525"
"Ohio","Warren County","234602","2915","0.01242536"
"Ohio","Washington County","59911","1101","0.01838120"
"Ohio","Wayne County","115710","1854","0.01601934"
"Ohio","Williams County","36692","627","0.01708681"
"Ohio","Wood County","130817","1748","0.01336160"
"Ohio","Wyandot County","21772","396","0.01818908"
"Oklahoma","Statewide","3956971","53652","0.01355891"
"Oklahoma","Adair County","22194","271","0.01220250"
"Oklahoma","Alfalfa County","5702","110","0.01925957"
"Oklahoma","Atoka County","13758","221","0.01609168"
"Oklahoma","Beaver County","5311","95","0.01791441"
"Oklahoma","Beckham County","21859","297","0.01360740"
"Oklahoma","Blaine County","9429","172","0.01819954"
"Oklahoma","Bryan County","47995","716","0.01492027"
"Oklahoma","Caddo County","28762","417","0.01448665"
"Oklahoma","Canadian County","148306","1576","0.01062743"
"Oklahoma","Carter County","48111","725","0.01506637"
"Oklahoma","Cherokee County","48657","657","0.01350010"
"Oklahoma","Choctaw County","14672","256","0.01746253"
"Oklahoma","Cimarron County","2137","46","0.02138325"
"Oklahoma","Cleveland County","284014","3203","0.01127754"
"Oklahoma","Coal County","5495","102","0.01862383"
"Oklahoma","Comanche County","120749","1356","0.01122679"
"Oklahoma","Cotton County","5666","98","0.01725515"
"Oklahoma","Craig County","14142","250","0.01765701"
"Oklahoma","Creek County","71522","1101","0.01540080"
"Oklahoma","Custer County","29003","385","0.01328044"
"Oklahoma","Delaware County","43009","825","0.01917174"
"Oklahoma","Dewey County","4891","78","0.01598573"
"Oklahoma","Ellis County","3859","72","0.01871628"
"Oklahoma","Garfield County","61056","941","0.01541078"
"Oklahoma","Garvin County","27711","432","0.01558399"
"Oklahoma","Grady County","55834","752","0.01347740"
"Oklahoma","Grant County","4333","88","0.02027161"
"Oklahoma","Greer County","5712","106","0.01852107"
"Oklahoma","Harmon County","2653","50","0.01898550"
"Oklahoma","Harper County","3688","70","0.01907993"
"Oklahoma","Haskell County","12627","210","0.01664038"
"Oklahoma","Hughes County","13279","223","0.01676480"
