"stateName","statewideOrCountyName","populationSize","worstCaseTotal","worstCasePercent"
"Indiana","Decatur County","26559","399","0.01501921"
"Indiana","DeKalb County","43475","591","0.01358790"
"Indiana","Delaware County","114135","1784","0.01562819"
"Indiana","Dubois County","42736","694","0.01623242"
"Indiana","Elkhart County","206341","2772","0.01343554"
"Indiana","Fayette County","23102","398","0.01723363"
"Indiana","Floyd County","78522","1046","0.01332119"
"Indiana","Fountain County","16346","299","0.01828292"
"Indiana","Franklin County","22758","359","0.01575465"
"Indiana","Fulton County","19974","337","0.01689493"
"Indiana","Gibson County","33659","545","0.01618298"
"Indiana","Grant County","65769","1121","0.01705102"
"Indiana","Greene County","31922","537","0.01682501"
"Indiana","Hamilton County","338011","3568","0.01055541"
"Indiana","Hancock County","78168","1046","0.01338609"
"Indiana","Harrison County","40515","589","0.01454434"
"Indiana","Hendricks County","170311","1948","0.01143714"
"Indiana","Henry County","47972","778","0.01621179"
"Indiana","Howard County","82544","1419","0.01719065"
"Indiana","Huntington County","36520","565","0.01548093"
"Indiana","Jackson County","44231","629","0.01421708"
"Indiana","Jasper County","33562","488","0.01454328"
"Indiana","Jay County","20436","317","0.01550963"
"Indiana","Jefferson County","32308","478","0.01479606"
"Indiana","Jennings County","27735","355","0.01279232"
"Indiana","Johnson County","158167","1929","0.01219838"
"Indiana","Knox County","36594","588","0.01607487"
"Indiana","Kosciusko County","79456","1139","0.01433984"
"Indiana","LaGrange County","39614","439","0.01107817"
"Indiana","Lake County","485493","7185","0.01479998"
"Indiana","LaPorte County","109888","1643","0.01495358"
"Indiana","Lawrence County","45370","788","0.01736183"
"Indiana","Madison County","129569","2043","0.01576434"
"Indiana","Marion County","964582","10772","0.01116773"
"Indiana","Marshall County","46258","765","0.01654086"
"Indiana","Martin County","10255","171","0.01669046"
"Indiana","Miami County","35516","532","0.01497986"
"Indiana","Monroe County","148431","1731","0.01165951"
"Indiana","Montgomery County","38338","624","0.01626967"
"Indiana","Morgan County","70489","937","0.01329643"
"Indiana","Newton County","13984","236","0.01685301"
"Indiana","Noble County","47744","654","0.01369602"
"Indiana","Ohio County","5875","103","0.01754727"
"Indiana","Orange County","19646","317","0.01611359"
"Indiana","Owen County","20799","314","0.01509273"
"Indiana","Parke County","16937","271","0.01598123"
"Indiana","Perry County","19169","317","0.01654564"
"Indiana","Pike County","12389","207","0.01672659"
"Indiana","Porter County","170389","2352","0.01380226"
"Indiana","Posey County","25427","419","0.01648083"
"Indiana","Pulaski County","12353","214","0.01731115"
"Indiana","Putnam County","37576","553","0.01471999"
"Indiana","Randolph County","24665","466","0.01887405"
"Indiana","Ripley County","28324","454","0.01604419"
"Indiana","Rush County","16581","268","0.01613946"
"Indiana","St. Joseph County","271826","3970","0.01460375"
"Indiana","Scott County","23873","310","0.01297920"
"Indiana","Shelby County","44729","669","0.01495606"
"Indiana","Spencer County","20277","337","0.01662233"
"Indiana","Starke County","22995","324","0.01410273"
"Indiana","Steuben County","34594","562","0.01624550"
"Indiana","Sullivan County","20669","328","0.01585267"
"Indiana","Switzerland County","10751","151","0.01405789"
"Indiana","Tippecanoe County","195732","2047","0.01045612"
"Indiana","Tipton County","15148","285","0.01883750"
"Indiana","Union County","7054","116","0.01638746"
"Indiana","Vanderburgh County","181451","2843","0.01566603"
"Indiana","Vermillion County","15498","267","0.01725861"
"Indiana","Vigo County","107038","1558","0.01455695"
"Indiana","Wabash County","30996","649","0.02093685"
"Indiana","Warren County","8265","145","0.01754148"
"Indiana","Warrick County","62998","937","0.01487282"
"Indiana","Washington County","28036","387","0.01380209"
"Indiana","Wayne County","65884","1149","0.01743711"
"Indiana","Wells County","28296","484","0.01711839"
"Indiana","White County","24102","414","0.01719202"
